Restaurant Name,Business Email,City,Region/State,Country,Website,Source URL,Needs Verification
La Marmite Traiteur Bordeaux,contact@la-marmite-traiteur.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Ici La Terre,contact@icilaterre.net,Bordeaux,Nouvelle-Aquitaine,France,,,yes
L'Albizzia,albizzia33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Bistrot Regent Bordeaux,didiermendez@sfr.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Que Toi s'emporte,contact.quetoi@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Sans Pression Bordeaux,h1281-fb@accor.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Belle Saison Bordeaux,contact@labellesaison.camp,Bordeaux,Nouvelle-Aquitaine,France,,,
China Wok Bordeaux,sereivan@yahoo.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Madonna Me,sa.madonname@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Babette Bordeaux,bordeaux@babette-conceptstore.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Missada,contactlemissada@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Cafe Maritime,contactbordeaux@cafemaritime.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Marrakech Bordeaux,chebrani@hotmail.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Cafe Francais,lecafefrancaisbx@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Gabriel Bordeaux,contact@bordeaux-gabriel.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
La Boca Food Court,privatisation@labocafoodcourt.eu,Bordeaux,Nouvelle-Aquitaine,France,,,
L'Atelier du Pizzaiolo,latpizzaiolo@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Hotel Le Chantry,contact@chantry-bordeaux.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Cent 33,bonjour@cent33.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Terrasse Saint Pierre,contact@laterrassesaintpierre.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Villa Ferretti,contact@casa-ferretti.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Foodji,foodji33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Grande Poste Bordeaux,contact@lagrandeposte.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Marcipizza,marcipizza33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Boucherie Bordeaux Meriadeck,bordeauxmeriadeck@la-boucherie.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
Cafe Gourmand Bordeaux,cafegourmand33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Beau Lieu Espace Beaulieu,contact@espacebeaulieu.fr,Bordeaux,Nouvelle-Aquitaine,France,,,
La Folie Rouge,bonjourlafolierouge@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
La Fine Bouche,lafinebouche33@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Le Comptoir de Seze,contact@hotel-de-seze.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Bodega El Pata Negra,bodegaelpatanegra@gmail.com,Bordeaux,Nouvelle-Aquitaine,France,,,
N Cafe Les Decantes,contact@lesdecantes.com,Bordeaux,Nouvelle-Aquitaine,France,,,
Sanook Street Food,restaurant@somsanook.com,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
Monsigny Hotel Nice,info@hotelmonsignynice.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Gynza,contact@gynza.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
Lobsta Nice,contact@lobsta.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Tandoori Flame,contact@tandooriflame.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Plage Bella Nissa,plage.bella.nissa@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Reserve de Nice,contact@lareservedenice.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Chez Mireille Nice,restaurantchezmireille@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Deli Bo,info@delibo.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Petite Tendance,contact@lapetitetendance.com,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
La Favola,info@boccaccio-nice.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Chez Andre Nice,coquillagesandre@yahoo.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Terra Madre Nice,terramadrenice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Plongeoir,contact@leplongeoir.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
L'Ane Rouge,anerouge@free.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
L'Authentique Pizzeria,lauthentiquepizzeria@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Pizza All Over World,pizzaworld.nice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Langouste Nice,contact@lalangouste.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Calade Rooftop,contact@calade-rooftop-restaurant.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Z Restaurant Tapas,contact@zrestauranttapas.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Palette Cafes,reservations@palettecafes.com,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
West End Nice,restaurant@westendnice.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Hotel Ibis Nice Aeroport,h0749@accor.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Vingt4,contact@levingt4.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Chez Pipo,contact@chezpipo.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Poke Nice,pokenice.fr@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Restaurant Davia,pierre.altobelli@hotmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Bistro K Nice,bistro-k@orange.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
La Trattoria Nice,contact@it-trattoria.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Bootgrill,commandes@bootgrill.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,yes
By PM l'Atelier,contact@bypm.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Euro Pizza Nice,europizzanice@orange.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Les Deux Canailles,restaurant@lesdeuxcanailles.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Terres de Truffes,terresdetruffes.nice@wanadoo.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Sushi Lune,sushi.lune@yahoo.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Aux Deux Chefs,sandubois@hotmail.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Maori Tribe,lemaoriclub@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Flaveur,reservation@flaveur.net,Nice,Provence-Alpes-Cote d'Azur,France,,,
Casa Leya,marion@casaleya.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Joya Lifestore,bonjour@joyalifestore.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Sejour Nice,le-sejour-nice@orange.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Chefoo,yubing@hotmail.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Kililie's Resto Brunch,kililies@hotmail.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Cuisine des Iles Nice,andrianaly06@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Comptoir Bio Nice,traiteur@le-comptoir-bio.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Tone Georgien,tonegeorgien@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Di Piu Nice,contact@screstaurants.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Cave de la Tour,cavedelatour47@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Cafe de Turin,contact@cafedeturin.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Fjord Nice,contact@fjord.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
Don Carlo Nice,gestion.srd@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Terre del Sud,leterredelsud@hotmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Bistro Regent Nice,bistroregentnice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Boudoir Nice,leboudoir.nice@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Arito Sushi,info@arito-sushi.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Villa Paradis Nice,villaparadis6@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Lou Balico,info@loubalico.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Le Grand Cafe de France,rina.restaurants@gmail.com,Nice,Provence-Alpes-Cote d'Azur,France,,,
Jadis Nice,contact@jadisnice.fr,Nice,Provence-Alpes-Cote d'Azur,France,,,
L'Orso Italiano,info@lorsoitaliano.com,Toulouse,Occitanie,France,,,
Cafe A La Une,zazaetcompagnie@yahoo.fr,Toulouse,Occitanie,France,,,
Le Lusso,contact@lelusso.com,Toulouse,Occitanie,France,,,
Chez Emile Toulouse,restaurant-emile@wanadoo.fr,Toulouse,Occitanie,France,,,
Vents d'Est,ventsdesr31@orange.fr,Toulouse,Occitanie,France,,,
Chez Ingalls,chezingalls@orange.fr,Toulouse,Occitanie,France,,,
L'Atelier des Plats,latelierdesplats@gmail.com,Toulouse,Occitanie,France,,,
Les Caves de la Marechale,contact@lescavesdelamarechale.com,Toulouse,Occitanie,France,,,
Resto'parc Balma,restoparcbalma@gmail.com,Balma,Occitanie,France,,,
O'frero Pizza,dusart.pizza@gmail.com,Toulouse,Occitanie,France,,,
Les Jardins d'Elyssa,touati_othman@yahoo.fr,Toulouse,Occitanie,France,,,
Le Saint Honest,lesainthonest@hotmail.com,Toulouse,Occitanie,France,,,
J'GO Toulouse Victor Hugo,toulouse@lejgo.com,Toulouse,Occitanie,France,,,
Blanc Traiteur Toulouse,contact@blanctraiteur.fr,Toulouse,Occitanie,France,,,
Le Cantou,le.cantou@orange.fr,Toulouse,Occitanie,France,,,
La Brasserie du Stade,brasserie@stadetoulousain.fr,Toulouse,Occitanie,France,,,
Au Pois Gourmand,contact@pois-gourmand.fr,Toulouse,Occitanie,France,,,
Cafe Francis Toulouse,reservation@cafe-francis-toulouse.fr,Toulouse,Occitanie,France,,,yes
Pizza de l'Ormeau,contact@pizzadelormeau.com,Toulouse,Occitanie,France,,,
La Cave se Rebiffe,lacaveserebiffe31@gmail.com,Toulouse,Occitanie,France,,,
Carson City Toulouse,isabelle.quidelleur@orange.fr,Toulouse,Occitanie,France,,,
Chez Moi Toulouse,bonjour@chezmoi.fr,Toulouse,Occitanie,France,,,
Le Bon Vivre,groupes@lebonvivre.com,Toulouse,Occitanie,France,,,
Brasserie du Faubourg Saint-Simon,brasseriesaintsimon@gmail.com,Toulouse,Occitanie,France,,,
Cafe Authie,contact@cafeauthie.com,Toulouse,Occitanie,France,,,yes
Le Cosmopolitain Toulouse,reservation@cosmopolitain-restaurant.fr,Toulouse,Occitanie,France,,,
Le Marrakech Toulouse,fati1405@hotmail.fr,Toulouse,Occitanie,France,,,
La Criee des Gourmands,lacrieedesgourmands.toulouse@gmail.com,Toulouse,Occitanie,France,,,
La Cuisine a Meme,cuisineameme@gmail.com,Toulouse,Occitanie,France,,,
Campanile Toulouse Sesquieres,toulouse.sesquieres@campanile.fr,Toulouse,Occitanie,France,,,
Michel Sarran,contact@michel-sarran.com,Toulouse,Occitanie,France,,,
Le Pain et la Rose,reservation@lepainetlarose.fr,Toulouse,Occitanie,France,,,yes
Brasserie Le Capoul,brasserie.lecapoul@gmail.com,Toulouse,Occitanie,France,,,
Aux Pieds Sous la Table,contact@auxpiedssouslatable.fr,Toulouse,Occitanie,France,,,
Le Grand Balcon,contact@legrandbalcon.net,Toulouse,Occitanie,France,,,
Le Colombier Toulouse,colombier.r@wanadoo.fr,Toulouse,Occitanie,France,,,
Officina Gusto,info@officinagusto.com,Toulouse,Occitanie,France,,,
Rotisserie Gringuigni,contact@rotisseriegringuigni.fr,Toulouse,Occitanie,France,,,yes
La Gourmandine Toulouse,contact@la-gourmandine.fr,Toulouse,Occitanie,France,,,
Le Bistroquet a La Une,contact@lacantinealaune.com,Toulouse,Occitanie,France,,,
Chez Jeannot Toulouse,contact@chezjeannot-restaurant.fr,Toulouse,Occitanie,France,,,
Les Mascareignes,nadia@lesmascareignes.fr,Toulouse,Occitanie,France,,,
Royal Buffet Toulouse,royalbuffet@orange.fr,Toulouse,Occitanie,France,,,
Long Quan,francois.vong@gmail.com,Toulouse,Occitanie,France,,,
Saveurs Veganes,saveurbio@wanadoo.fr,Toulouse,Occitanie,France,,,
Forno Gusto,ciao@fornogusto.com,Toulouse,Occitanie,France,,,
La Panetiere Toulouse,ericdu0935@gmail.com,Toulouse,Occitanie,France,,,
Le Cri de la Truffe,restaurant.cridelatruffe@gmail.com,Toulouse,Occitanie,France,,,
Redstar Pizza,vivian-cotton@sfr.fr,Toulouse,Occitanie,France,,,
Le Faubourg Toulouse,faubourg@wanadoo.fr,Toulouse,Occitanie,France,,,
Must Tacos,kamel.benammar17@gmail.com,Toulouse,Occitanie,France,,,
Le Pave des Minimes,contact@lepavedesminimes.com,Toulouse,Occitanie,France,,,
Les Jardins de l'Olympe,contact@lesjardinsdelolympe.com,Toulouse,Occitanie,France,,,
Grain de Folie Toulouse,contact@graindefolierestaurant.com,Toulouse,Occitanie,France,,,
Mes Amis Les Copains,contact@lescopains.fr,Toulouse,Occitanie,France,,,
Le Gandhi Toulouse,restaurantlegandhi@orange.fr,Toulouse,Occitanie,France,,,
Le Saint Simon Toulouse,arnaud.larregain11@orange.fr,Toulouse,Occitanie,France,,,
La Venus Toulouse,contact@lavenus-toulouse.com,Toulouse,Occitanie,France,,,
Brasserie Grand Cafe de l'Opera,contact@brasserieopera.com,Toulouse,Occitanie,France,,,
Le Pic Saint Loup Toulouse,contact@restaurantlepicsaintloup.com,Toulouse,Occitanie,France,,,
Le Vauquelin,le-vauquelin@orange.fr,Toulouse,Occitanie,France,,,
Le Marocain Toulouse,contact@le-marocain.fr,Toulouse,Occitanie,France,,,
My Breakfast Toulouse,oliviertx1@yahoo.fr,Toulouse,Occitanie,France,,,
Le Rajmoni,lerajmoni@gmail.com,Toulouse,Occitanie,France,,,
La Gouaille,lagouaille.service@gmail.com,Toulouse,Occitanie,France,,,
Bistrot Le Chevillard,lechevillardtoulouse@gmail.com,Toulouse,Occitanie,France,,,
Asian Kanteen,manager@asiankanteen.com,Toulouse,Occitanie,France,,,
La Paniolade,johann.fel@sfr.fr,Toulouse,Occitanie,France,,,
Marmite des Iles,contact@marmitesdesiles.com,Toulouse,Occitanie,France,,,
Le Moderne Toulouse,patriciaalaux@gmail.com,Toulouse,Occitanie,France,,,
La Voile Blanche,contact@lavoile-blanche.fr,Toulouse,Occitanie,France,,,
Le Break Toulouse,lebreaktoulouse@gmail.com,Toulouse,Occitanie,France,,,
L'Esprit Blanc,reservation@georgesblanc.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Chez Carlo,cordeliers@chezcarlo.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
La Maison Lyon,contact@lamaisonrestaurant.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
L'Alexandrin,rigal.corine@neuf.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Restaurant Brunet,restaurantbrunet@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
L'Atelier des Augustins,contact@latelierdesaugustins.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Bar L'Habit Rouge,meriehuguette@hotmail.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
L'Atelier des Saveurs Lyon,atelierdessaveurs69@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Cafe des Federations,lesfedeslyon@lesfedeslyon.com,Lyon,Auvergne-Rhone-Alpes,France,,,
La Mere Lea,lecomptoirdelea@lamerelea.com,Lyon,Auvergne-Rhone-Alpes,France,,,
AOC Les Halles de Lyon,contact@aoc-halles-de-lyon.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Ravigote,leravigote@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Le Petit Carron,contact@lepetitcarron.fr,Lyon,Auvergne-Rhone-Alpes,France,,,yes
Grand Cafe des Negociants,negociants@lesnegociants.com,Lyon,Auvergne-Rhone-Alpes,France,,,
La Fabryk Lyon,lyon8@la-fabryk.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
Pasta Bianca,efoglio@pilowa.fr,Villefranche-sur-Saone,Auvergne-Rhone-Alpes,France,,,
Le Loft L'Isle-Adam,leloft.lisleadam@gmail.com,L'Isle-Adam,Ile-de-France,France,,,
L'Atelier Vagner,contact.ateliervagner@gmail.com,L'Isle-Adam,Ile-de-France,France,,,
Le Cabouillet,lecabouillet.lia@orange.fr,L'Isle-Adam,Ile-de-France,France,,,
Le Petit Nogent,chloe@lepetitnogent.restaurant,L'Isle-Adam,Ile-de-France,France,,,yes
La Table de la Villa,info@lavilladeleecluse.fr,L'Isle-Adam,Ile-de-France,France,,,yes
Ca d'Oro L'Isle-Adam,jeyeitha@yahoo.fr,L'Isle-Adam,Ile-de-France,France,,,
Le Restaurant de la Plage L'Isle-Adam,aurelienrdlp@free.fr,L'Isle-Adam,Ile-de-France,France,,,
La Table de Cassan,mathieu.silvestre@wanadoo.fr,L'Isle-Adam,Ile-de-France,France,,,
Bistrot Saint Florent,bistrotsaintflorent@lilo.org,Strasbourg,Grand Est,France,,,
Le Sultan Strasbourg,infos.lesultan@gmail.com,Strasbourg,Grand Est,France,,,
Hotel Regent Petite France,restaurant@regent-petite-france.com,Strasbourg,Grand Est,France,,,
Tamil Strasbourg,reservation@restaurant-tamil.fr,Strasbourg,Grand Est,France,,,
Gurtlerhoft,gurtlerhoft@orange.fr,Strasbourg,Grand Est,France,,,
Maharaja Strasbourg,contact@maharaja.fr,Strasbourg,Grand Est,France,,,
La Case de l'Isle Bourbon,contact@la-case-de-lile-bourbon.fr,Strasbourg,Grand Est,France,,,yes
Sandkischt,restaurant@sandkischt.fr,Strasbourg,Grand Est,France,,,
Meiselocker,contact@meiselocker.fr,Strasbourg,Grand Est,France,,,
S'Muensterstuewel,winstub.lalsako@gmail.com,Strasbourg,Grand Est,France,,,
Velicious,contact@velicious.fr,Strasbourg,Grand Est,France,,,
L'Atelier Strasbourg,ateliercaferesto@wanadoo.fr,Strasbourg,Grand Est,France,,,
Maison Kammerzell,info@maison-kammerzell.com,Strasbourg,Grand Est,France,,,
Pizza Renard,pizzarenard@hotmail.fr,Strasbourg,Grand Est,France,,,
Le Tigre Strasbourg,contact@letigre.eu,Strasbourg,Grand Est,France,,,
La Fleur de Chine,choudenamoi@live.fr,Strasbourg,Grand Est,France,,,
Le Stras,lestrasrestaurant@gmail.com,Strasbourg,Grand Est,France,,,
Au Crocodile,contact@au-crocodile.com,Strasbourg,Grand Est,France,,,
Il Girasole Strasbourg,rest.ilgirasole@gmail.com,Strasbourg,Grand Est,France,,,
Le Kuhn,contact@lekuhn.com,Strasbourg,Grand Est,France,,,
Cinnamon Strasbourg,contact@cinnamonrestaurant.fr,Strasbourg,Grand Est,France,,,
Shahi Mahal Strasbourg,shahimahal@outlook.fr,Strasbourg,Grand Est,France,,,
Le Banquet des Sophistes,contact@le-banquet.com,Strasbourg,Grand Est,France,,,
Asie Wok Strasbourg,asiewok67@gmail.com,Strasbourg,Grand Est,France,,,
Brasserie de la Bourse,info@rdlb.fr,Strasbourg,Grand Est,France,,,
Auberge Illbourg,info@auberge-illbourg.com,Strasbourg,Grand Est,France,,,
Campanile Strasbourg Lingolsheim,strasbourg.lingolsheim@campanile.fr,Strasbourg,Grand Est,France,,,
Restaurant Colbert Strasbourg,contact@restaurant-colbert.com,Strasbourg,Grand Est,France,,,
La Choucrouterie,restaurant@choucrouterie.com,Strasbourg,Grand Est,France,,,
La Chaine d'Or,info@chainedor.fr,Strasbourg,Grand Est,France,,,
Comfort Hotel Strasbourg,comfort.fr237@wanadoo.fr,Strasbourg,Grand Est,France,,,
Restaurant Oberjaegerhof,oberjaegerhof@free.fr,Strasbourg,Grand Est,France,,,
L'Hacienda Strasbourg,info@hacienda-strasbourg.com,Strasbourg,Grand Est,France,,,yes
Le Transsiberien,letranssiberien@hotmail.com,Strasbourg,Grand Est,France,,,
Aux 12 Apotres,contact@aux12apotres.com,Strasbourg,Grand Est,France,,,
Les Funambules Strasbourg,restaurantlesfunambules@gmail.com,Strasbourg,Grand Est,France,,,
Emporio Di Casella,contact@emporiocasella.fr,Strasbourg,Grand Est,France,,,
L'Oignon,contact@restaurantloignon.fr,Strasbourg,Grand Est,France,,,
Le Tire Bouchon Strasbourg,reservation@letirebouchon.fr,Strasbourg,Grand Est,France,,,
La Grappa Strasbourg,restaurantlagrappa@gmail.com,Strasbourg,Grand Est,France,,,
Le Bartholdi,contact@brasserie-bartholdi.fr,Strasbourg,Grand Est,France,,,
Le Semis,lesemis.strasbourg@gmail.com,Strasbourg,Grand Est,France,,,
Paco de Maria,contact@pacodemaria.fr,Strasbourg,Grand Est,France,,,
Le Pont des Vosges,resa@lepontdesvosges.fr,Strasbourg,Grand Est,France,,,
Hotel Au Cerf d'Or,reservation@cerf-dor-strasbourg.fr,Strasbourg,Grand Est,France,,,
Brasserie du Scala,restaurantlescala@orange.fr,Strasbourg,Grand Est,France,,,
L'Auberge du Cygne,info@cygne-eschau.com,Eschau,Grand Est,France,,,
Le Violon d'Ingres Strasbourg,pauline.taboureaucontact@gmail.com,Strasbourg,Grand Est,France,,,
Le Cannibale,contact@restaurant-le-cannibale.fr,Strasbourg,Grand Est,France,,,
Les Garnements,contact@les-garnements.fr,Strasbourg,Grand Est,France,,,
Hotel des Rohan Strasbourg,info@hotel-rohan.com,Strasbourg,Grand Est,France,,,
Elite Steakhouse,contact.elitesteakhouse@gmail.com,Strasbourg,Grand Est,France,,,
Aux Magots,auxmagots@yahoo.com,Strasbourg,Grand Est,France,,,
La Coccinelle Strasbourg,restaurantlacoccinelle@gmail.com,Strasbourg,Grand Est,France,,,
Le Dix Strasbourg,contact@restaurantledix.com,Strasbourg,Grand Est,France,,,
La Cuiller a Pot,restaurant.lacuillerapot@orange.fr,Strasbourg,Grand Est,France,,,
Cafe Brant,info@cafe-brant.fr,Strasbourg,Grand Est,France,,,
Hotel Graffalgar,contact@graffalgar.com,Strasbourg,Grand Est,France,,,
Vino Strada Stub,vinostrada.stub@gmail.com,Strasbourg,Grand Est,France,,,
Brasserie Flo Strasbourg,contact@floderer-strasbourg.com,Strasbourg,Grand Est,France,,,
Hilton Strasbourg,info@hiltonstrasbourg.com,Strasbourg,Grand Est,France,,,
La Casserole Strasbourg,info@la-casserole.fr,Strasbourg,Grand Est,France,,,
Aedaen Place,contact@aedaen-place.com,Strasbourg,Grand Est,France,,,
Le Pont Saint Martin,info@pont-saint-martin.com,Strasbourg,Grand Est,France,,,
Maison des Tanneurs,maison.des.tanneurs@wanadoo.fr,Strasbourg,Grand Est,France,,,
Le Baeckeoffe d'Alsace,info@baeckeoffe.com,Strasbourg,Grand Est,France,,,
Le Resto du Coin,contact@lerestoducoin.fr,Strasbourg,Grand Est,France,,,
Au Cedre Strasbourg,contact@au-cedre.com,Strasbourg,Grand Est,France,,,
Les Innocents Strasbourg,contact@les-innocents.fr,Strasbourg,Grand Est,France,,,
La Vignette Strasbourg,contact@restaurantlavignette.fr,Strasbourg,Grand Est,France,,,
Le Bistronome Strasbourg,le.bistronome@yahoo.fr,Strasbourg,Grand Est,France,,,
Le 1741,boudoir@1741.fr,Strasbourg,Grand Est,France,,,
La Rotonde Strasbourg,info@restaurantlarotonde.fr,Strasbourg,Grand Est,France,,,
Chez l'Oncle Freddy,chezlonclefreddy@icloud.com,Strasbourg,Grand Est,France,,,
Bistrot des Tanneurs,contact@bistrotdestanneurs.fr,Strasbourg,Grand Est,France,,,yes
A l'Ancienne Douane,reservation@anciennedouane.fr,Strasbourg,Grand Est,France,,,
Strissel,info@strissel.fr,Strasbourg,Grand Est,France,,,
Tony's Kitchen,contact@tonyskitchen.fr,Strasbourg,Grand Est,France,,,
Boma Le Restaurant,hello@boma-hotel.com,Strasbourg,Grand Est,France,,,
Villa Medicis Strasbourg,info@villamedicis-strasbourg.com,Strasbourg,Grand Est,France,,,
Le Picobello,lepicobello@hotmail.fr,Strasbourg,Grand Est,France,,,
S'Wacke Hiesel,contact@lemannele.fr,Strasbourg,Grand Est,France,,,
Au Coq Blanc,contact@au-coq-blanc.fr,Strasbourg,Grand Est,France,,,
Restaurant Beyrouth Strasbourg,restaurantbeyrouth@hotmail.com,Strasbourg,Grand Est,France,,,
Le Gruber,contact@legruber.com,Strasbourg,Grand Est,France,,,
Le Bistrot d'Antoine Strasbourg,contact@lebistrotdantoine.com,Strasbourg,Grand Est,France,,,
Cafe Bale,contact@cafebale.com,Strasbourg,Grand Est,France,,,
Santa Elena Strasbourg,santaelenastrasbourg@gmail.com,Strasbourg,Grand Est,France,,,
Aux Armes de Strasbourg,contact@auxarmesdestrasbourg.com,Strasbourg,Grand Est,France,,,
Au Clou,winstubleclou@gmail.com,Strasbourg,Grand Est,France,,,
Buerehiesel,contact@buerehiesel.fr,Strasbourg,Grand Est,France,,,
La Plouzinette,laplouzinette@gmail.com,Strasbourg,Grand Est,France,,,
Ibis Styles Strasbourg,h9568@accor.com,Strasbourg,Grand Est,France,,,
La Calabrese Strasbourg,chantal.beyhurst@gmail.com,Strasbourg,Grand Est,France,,,
La Laguna Strasbourg,lalagunastrasbourg@gmail.com,Strasbourg,Grand Est,France,,,
Maison Rouge Strasbourg,info@maison-rouge.com,Strasbourg,Grand Est,France,,,
Saga Pizza,contact@lasagadespizzas.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Chez Jeannot Marseille,contact@pizzeriajeannot.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Le Pallavicini,kevin.kem@hotmail.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Casa Pizza Marseille,contact@pizzamarseille.fr,Marseille,Provence-Alpes-Cote d'Azur,France,,,
U Papachjone,daldo13009@gmail.com,Marseille,Provence-Alpes-Cote d'Azur,France,,,
Pizza Chez Puce,pizza.puce@hotmail.com,Tassin-la-Demi-Lune,Auvergne-Rhone-Alpes,France,,,
L'Italiano Vero,litalianovero.lyon@gmail.com,Lyon,Auvergne-Rhone-Alpes,France,,,
Chez Carlo Gerland,gerland@chezcarlo.fr,Lyon,Auvergne-Rhone-Alpes,France,,,
L'Assiette Autour du Vin,contact@lassietteautourduvin.com,Lyon,Auvergne-Rhone-Alpes,France,,,yes
Pizza Mongelli Saint-Cyprien,stcyprien@pizza-mongelli.com,Toulouse,Occitanie,France,,,
Bella Pizzeria Toulouse,bellapizzeriatoulouse@gmail.com,Toulouse,Occitanie,France,,,
Pizza Bonici,marketingbonici@gmail.com,Toulouse,Occitanie,France,,,
Pizzeria Lopez,contact@pizzeria-lopez.fr,Saint-Jean,Occitanie,France,,,yes
Le Bellini Toulouse,contact@pizzeriabellini.fr,Toulouse,Occitanie,France,,,yes
Pizza On Time,contact@pizzatimefrance.fr,Toulouse,Occitanie,France,,,
Tutti Pizza Saint-Martin-du-Touch,info@tutti-pizza.com,Toulouse,Occitanie,France,,,
